"","filename","id","pmid","year","mr","trait","category","subcategory","population","sex","ncase","ncontrol","sample_size","group_name","access","build","author","chr_col","pos_col","oa_col","ea_col","eaf_col","beta_col","se_col","pval_col","delimiter","header","nsnpfiles","nsnp"
"2239","102_EAS.gz","ukb-e-102_EAS",NA,2020,1,"Pulse rate, automated reading","Continuous","NA","East Asian","Males and Females",2600,0,2600,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102_EAS.nsnp",8261916
"2240","1021_EAS.gz","ukb-e-1021_EAS",NA,2020,1,"Duration of light DIY","Continuous","NA","East Asian","Males and Females",913,0,913,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1021_EAS.nsnp",8233853
"2241","1031_EAS.gz","ukb-e-1031_EAS",NA,2020,1,"Frequency of friend/family visits","Continuous","NA","East Asian","Males and Females",2566,0,2566,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1031_EAS.nsnp",8263119
"2242","1050_EAS.gz","ukb-e-1050_EAS",NA,2020,1,"Time spend outdoors in summer","Continuous","NA","East Asian","Males and Females",2035,0,2035,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1050_EAS.nsnp",8297988
"2243","1060_EAS.gz","ukb-e-1060_EAS",NA,2020,1,"Time spent outdoors in winter","Continuous","NA","East Asian","Males and Females",1640,0,1640,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1060_EAS.nsnp",8321395
"2244","1070_EAS.gz","ukb-e-1070_EAS",NA,2020,1,"Time spent watching television (TV)","Continuous","NA","East Asian","Males and Females",2361,0,2361,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1070_EAS.nsnp",8269702
"2245","1080_EAS.gz","ukb-e-1080_EAS",NA,2020,1,"Time spent using computer","Continuous","NA","East Asian","Males and Females",2173,0,2173,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1080_EAS.nsnp",8246521
"2246","1090_EAS.gz","ukb-e-1090_EAS",NA,2020,1,"Time spent driving","Continuous","NA","East Asian","Males and Females",1837,0,1837,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1090_EAS.nsnp",8276121
"2247","1100_p1_EAS.gz","ukb-e-1100_p1_EAS",NA,2020,1,"Drive faster than motorway speed limit","Continuous","NA","East Asian","Males and Females",2133,0,2133,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1100_p1_EAS.nsnp",8290394
"2248","1110_EAS.gz","ukb-e-1110_EAS",NA,2020,1,"Length of mobile phone use","Continuous","NA","East Asian","Males and Females",2518,0,2518,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1110_EAS.nsnp",8265450
"2249","1120_EAS.gz","ukb-e-1120_EAS",NA,2020,1,"Weekly usage of mobile phone in last 3 months","Continuous","NA","East Asian","Males and Females",2201,0,2201,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1120_EAS.nsnp",8281024
"2250","1130_EAS.gz","ukb-e-1130_EAS",NA,2020,1,"Hands-free device/speakerphone use with mobile phone in last 3 month","Continuous","NA","East Asian","Males and Females",2199,0,2199,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1130_EAS.nsnp",8278297
"2251","1140_EAS.gz","ukb-e-1140_EAS",NA,2020,1,"Difference in mobile phone use compared to two years previously","Continuous","NA","East Asian","Males and Females",2132,0,2132,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1140_EAS.nsnp",8289008
"2252","1160_EAS.gz","ukb-e-1160_EAS",NA,2020,1,"Sleep duration","Continuous","NA","East Asian","Males and Females",2631,0,2631,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1160_EAS.nsnp",8259171
"2253","1170_EAS.gz","ukb-e-1170_EAS",NA,2020,1,"Getting up in morning","Continuous","NA","East Asian","Males and Females",2640,0,2640,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1170_EAS.nsnp",8258932
"2254","1180_EAS.gz","ukb-e-1180_EAS",NA,2020,1,"Morning/evening person (chronotype)","Continuous","NA","East Asian","Males and Females",2343,0,2343,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1180_EAS.nsnp",8257751
"2255","1190_EAS.gz","ukb-e-1190_EAS",NA,2020,1,"Nap during day","Continuous","NA","East Asian","Males and Females",2606,0,2606,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1190_EAS.nsnp",8258355
"2256","1200_EAS.gz","ukb-e-1200_EAS",NA,2020,1,"Sleeplessness / insomnia","Continuous","NA","East Asian","Males and Females",2654,0,2654,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1200_EAS.nsnp",8256478
"2257","1220_EAS.gz","ukb-e-1220_EAS",NA,2020,1,"Daytime dozing / sleeping (narcolepsy)","Continuous","NA","East Asian","Males and Females",2582,0,2582,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1220_EAS.nsnp",8260991
"2258","1239_EAS.gz","ukb-e-1239_EAS",NA,2020,1,"Current tobacco smoking","Continuous","NA","East Asian","Males and Females",2662,0,2662,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1239_EAS.nsnp",8256004
"2259","1249_EAS.gz","ukb-e-1249_EAS",NA,2020,1,"Past tobacco smoking","Continuous","NA","East Asian","Males and Females",2498,0,2498,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1249_EAS.nsnp",8240270
"2260","1259_EAS.gz","ukb-e-1259_EAS",NA,2020,1,"Smoking/smokers in household","Continuous","NA","East Asian","Males and Females",2498,0,2498,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1259_EAS.nsnp",8241178
"2261","1269_EAS.gz","ukb-e-1269_EAS",NA,2020,1,"Exposure to tobacco smoke at home","Continuous","NA","East Asian","Males and Females",2312,0,2312,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1269_EAS.nsnp",8248108
"2262","1279_EAS.gz","ukb-e-1279_EAS",NA,2020,1,"Exposure to tobacco smoke outside home","Continuous","NA","East Asian","Males and Females",2006,0,2006,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1279_EAS.nsnp",8259212
"2263","1289_EAS.gz","ukb-e-1289_EAS",NA,2020,1,"Cooked vegetable intake","Continuous","NA","East Asian","Males and Females",2499,0,2499,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1289_EAS.nsnp",8257733
"2264","1299_EAS.gz","ukb-e-1299_EAS",NA,2020,1,"Salad / raw vegetable intake","Continuous","NA","East Asian","Males and Females",2365,0,2365,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1299_EAS.nsnp",8268823
"2265","1309_EAS.gz","ukb-e-1309_EAS",NA,2020,1,"Fresh fruit intake","Continuous","NA","East Asian","Males and Females",2513,0,2513,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1309_EAS.nsnp",8255183
"2266","1319_EAS.gz","ukb-e-1319_EAS",NA,2020,1,"Dried fruit intake","Continuous","NA","East Asian","Males and Females",2219,0,2219,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1319_EAS.nsnp",8275593
"2267","1329_EAS.gz","ukb-e-1329_EAS",NA,2020,1,"Oily fish intake","Continuous","NA","East Asian","Males and Females",2604,0,2604,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1329_EAS.nsnp",8259381
"2268","1339_EAS.gz","ukb-e-1339_EAS",NA,2020,1,"Non-oily fish intake","Continuous","NA","East Asian","Males and Females",2589,0,2589,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1339_EAS.nsnp",8259152
"2269","134_p1_EAS.gz","ukb-e-134_p1_EAS",NA,2020,1,"Number of self-reported cancers","Continuous","NA","East Asian","Males and Females",2707,0,2707,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"134_p1_EAS.nsnp",8257993
"2270","1349_EAS.gz","ukb-e-1349_EAS",NA,2020,1,"Processed meat intake","Continuous","NA","East Asian","Males and Females",2617,0,2617,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1349_EAS.nsnp",8260465
"2271","135_EAS.gz","ukb-e-135_EAS",NA,2020,1,"Number of self-reported non-cancer illnesses","Continuous","NA","East Asian","Males and Females",2707,0,2707,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"135_EAS.nsnp",8257993
"2272","1359_EAS.gz","ukb-e-1359_EAS",NA,2020,1,"Poultry intake","Continuous","NA","East Asian","Males and Females",2637,0,2637,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1359_EAS.nsnp",8258961
"2273","136_p1_EAS.gz","ukb-e-136_p1_EAS",NA,2020,1,"Number of operations, self-reported","Continuous","NA","East Asian","Males and Females",2707,0,2707,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"136_p1_EAS.nsnp",8257993
"2274","1369_EAS.gz","ukb-e-1369_EAS",NA,2020,1,"Beef intake","Continuous","NA","East Asian","Males and Females",2616,0,2616,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1369_EAS.nsnp",8259816
"2275","137_EAS.gz","ukb-e-137_EAS",NA,2020,1,"Number of treatments/medications taken","Continuous","NA","East Asian","Males and Females",2707,0,2707,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"137_EAS.nsnp",8257993
"2276","1379_EAS.gz","ukb-e-1379_EAS",NA,2020,1,"Lamb/mutton intake","Continuous","NA","East Asian","Males and Females",2579,0,2579,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1379_EAS.nsnp",8264481
"2277","1389_EAS.gz","ukb-e-1389_EAS",NA,2020,1,"Pork intake","Continuous","NA","East Asian","Males and Females",2626,0,2626,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1389_EAS.nsnp",8259284
"2278","1408_EAS.gz","ukb-e-1408_EAS",NA,2020,1,"Cheese intake","Continuous","NA","East Asian","Males and Females",2488,0,2488,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1408_EAS.nsnp",8269258
"2279","1438_EAS.gz","ukb-e-1438_EAS",NA,2020,1,"Bread intake","Continuous","NA","East Asian","Males and Females",2476,0,2476,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1438_EAS.nsnp",8268886
"2280","1458_EAS.gz","ukb-e-1458_EAS",NA,2020,1,"Cereal intake","Continuous","NA","East Asian","Males and Females",2269,0,2269,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1458_EAS.nsnp",8277454
"2281","1478_EAS.gz","ukb-e-1478_EAS",NA,2020,1,"Salt added to food","Continuous","NA","East Asian","Males and Females",2663,0,2663,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1478_EAS.nsnp",8255872
"2282","1488_EAS.gz","ukb-e-1488_EAS",NA,2020,1,"Tea intake","Continuous","NA","East Asian","Males and Females",2524,0,2524,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1488_EAS.nsnp",8259955
"2283","1498_EAS.gz","ukb-e-1498_EAS",NA,2020,1,"Coffee intake","Continuous","NA","East Asian","Males and Females",2338,0,2338,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1498_EAS.nsnp",8264360
"2284","1518_EAS.gz","ukb-e-1518_EAS",NA,2020,1,"Hot drink temperature","Continuous","NA","East Asian","Males and Females",2617,0,2617,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1518_EAS.nsnp",8257584
"2285","1528_EAS.gz","ukb-e-1528_EAS",NA,2020,1,"Water intake","Continuous","NA","East Asian","Males and Females",2515,0,2515,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1528_EAS.nsnp",8247847
"2286","1548_EAS.gz","ukb-e-1548_EAS",NA,2020,1,"Variation in diet","Continuous","NA","East Asian","Males and Females",2517,0,2517,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1548_EAS.nsnp",8263590
"2287","1558_EAS.gz","ukb-e-1558_EAS",NA,2020,1,"Alcohol intake frequency.","Continuous","NA","East Asian","Males and Females",2658,0,2658,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1558_EAS.nsnp",8256422
"2288","1628_EAS.gz","ukb-e-1628_EAS",NA,2020,1,"Alcohol intake versus 10 years previously","Continuous","NA","East Asian","Males and Females",1868,0,1868,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1628_EAS.nsnp",8284671
"2289","1687_EAS.gz","ukb-e-1687_EAS",NA,2020,1,"Comparative body size at age 10","Continuous","NA","East Asian","Males and Females",2511,0,2511,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1687_EAS.nsnp",8265583
"2290","1697_EAS.gz","ukb-e-1697_EAS",NA,2020,1,"Comparative height size at age 10","Continuous","NA","East Asian","Males and Females",2515,0,2515,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1697_EAS.nsnp",8262785
"2291","1717_EAS.gz","ukb-e-1717_EAS",NA,2020,1,"Skin colour","Continuous","NA","East Asian","Males and Females",2332,0,2332,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1717_EAS.nsnp",8293348
"2292","1727_EAS.gz","ukb-e-1727_EAS",NA,2020,1,"Ease of skin tanning","Continuous","NA","East Asian","Males and Females",2440,0,2440,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1727_EAS.nsnp",8268575
"2293","1737_EAS.gz","ukb-e-1737_EAS",NA,2020,1,"Childhood sunburn occasions","Continuous","NA","East Asian","Males and Females",2075,0,2075,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1737_EAS.nsnp",8272564
"2294","1757_EAS.gz","ukb-e-1757_EAS",NA,2020,1,"Facial ageing","Continuous","NA","East Asian","Males and Females",2530,0,2530,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1757_EAS.nsnp",8255761
"2295","1807_EAS.gz","ukb-e-1807_EAS",NA,2020,1,"Father's age at death","Continuous","NA","East Asian","Males and Females",1651,0,1651,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1807_EAS.nsnp",8214062
"2296","1845_EAS.gz","ukb-e-1845_EAS",NA,2020,1,"Mother's age","Continuous","NA","East Asian","Males and Females",1417,0,1417,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1845_EAS.nsnp",8206902
"2297","1873_EAS.gz","ukb-e-1873_EAS",NA,2020,1,"Number of full brothers","Continuous","NA","East Asian","Males and Females",2582,0,2582,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1873_EAS.nsnp",8252807
"2298","1883_EAS.gz","ukb-e-1883_EAS",NA,2020,1,"Number of full sisters","Continuous","NA","East Asian","Males and Females",2582,0,2582,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1883_EAS.nsnp",8252652
"2299","189_p1_EAS.gz","ukb-e-189_p1_EAS",NA,2020,1,"Townsend deprivation index at recruitment","Continuous","NA","East Asian","Males and Females",2698,0,2698,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"189_p1_EAS.nsnp",8259127
"2300","20008_EAS.gz","ukb-e-20008_EAS",NA,2020,1,"Interpolated Year when non-cancer illness first diagnosed","Continuous","NA","East Asian","Males and Females",1689,0,1689,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"20008_EAS.nsnp",8311781
"2301","20009_EAS.gz","ukb-e-20009_EAS",NA,2020,1,"Interpolated Age of participant when non-cancer illness first diagnosed","Continuous","NA","East Asian","Males and Females",1689,0,1689,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"20009_EAS.nsnp",8311781
"2302","20010_EAS.gz","ukb-e-20010_EAS",NA,2020,1,"Interpolated Year when operation took place","Continuous","NA","East Asian","Males and Females",1591,0,1591,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"20010_EAS.nsnp",8310224
"2303","20011_EAS.gz","ukb-e-20011_EAS",NA,2020,1,"Interpolated Age of participant when operation took place","Continuous","NA","East Asian","Males and Females",1591,0,1591,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"20011_EAS.nsnp",8310224
"2304","20015_EAS.gz","ukb-e-20015_EAS",NA,2020,1,"Sitting height","Continuous","NA","East Asian","Males and Females",2698,0,2698,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"20015_EAS.nsnp",8259096
"2305","20016_EAS.gz","ukb-e-20016_EAS",NA,2020,1,"Fluid intelligence score","Continuous","NA","East Asian","Males and Females",1036,0,1036,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"20016_EAS.nsnp",8264711
"2306","20018_EAS.gz","ukb-e-20018_EAS",NA,2020,1,"Prospective memory result","Continuous","NA","East Asian","Males and Females",1183,0,1183,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"20018_EAS.nsnp",8255159
"2307","20019_EAS.gz","ukb-e-20019_EAS",NA,2020,1,"Speech-reception-threshold (SRT) estimate (left)","Continuous","NA","East Asian","Males and Females",1067,0,1067,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"20019_EAS.nsnp",8252885
"2308","20021_EAS.gz","ukb-e-20021_EAS",NA,2020,1,"Speech-reception-threshold (SRT) estimate (right)","Continuous","NA","East Asian","Males and Females",1063,0,1063,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"20021_EAS.nsnp",8249061
"2309","20022_EAS.gz","ukb-e-20022_EAS",NA,2020,1,"Birth weight","Continuous","NA","East Asian","Males and Females",1003,0,1003,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"20022_EAS.nsnp",8353558
"2310","20023_EAS.gz","ukb-e-20023_EAS",NA,2020,1,"Mean time to correctly identify matches","Continuous","NA","East Asian","Males and Females",2533,0,2533,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"20023_EAS.nsnp",8267298
"2311","20074_EAS.gz","ukb-e-20074_EAS",NA,2020,1,"Home location at assessment - east co-ordinate (rounded)","Continuous","NA","East Asian","Males and Females",2666,0,2666,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"20074_EAS.nsnp",8257632
"2312","20075_EAS.gz","ukb-e-20075_EAS",NA,2020,1,"Home location at assessment - north co-ordinate (rounded)","Continuous","NA","East Asian","Males and Females",2666,0,2666,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"20075_EAS.nsnp",8257632
"2313","20077_EAS.gz","ukb-e-20077_EAS",NA,2020,1,"Number of diet questionnaires completed","Continuous","NA","East Asian","Males and Females",1016,0,1016,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"20077_EAS.nsnp",8299590
"2314","20127_EAS.gz","ukb-e-20127_EAS",NA,2020,1,"Neuroticism score","Continuous","NA","East Asian","Males and Females",1670,0,1670,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"20127_EAS.nsnp",8313935
"2315","20128_EAS.gz","ukb-e-20128_EAS",NA,2020,1,"Number of fluid intelligence questions attempted within time limit","Continuous","NA","East Asian","Males and Females",1036,0,1036,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"20128_EAS.nsnp",8264711
"2316","2050_EAS.gz","ukb-e-2050_EAS",NA,2020,1,"Frequency of depressed mood in last 2 weeks","Continuous","NA","East Asian","Males and Females",2406,0,2406,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"2050_EAS.nsnp",8269746
"2317","2060_EAS.gz","ukb-e-2060_EAS",NA,2020,1,"Frequency of unenthusiasm / disinterest in last 2 weeks","Continuous","NA","East Asian","Males and Females",2369,0,2369,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"2060_EAS.nsnp",8261003
"2318","2070_EAS.gz","ukb-e-2070_EAS",NA,2020,1,"Frequency of tenseness / restlessness in last 2 weeks","Continuous","NA","East Asian","Males and Females",2346,0,2346,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"2070_EAS.nsnp",8278113
"2319","2080_EAS.gz","ukb-e-2080_EAS",NA,2020,1,"Frequency of tiredness / lethargy in last 2 weeks","Continuous","NA","East Asian","Males and Females",2462,0,2462,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"2080_EAS.nsnp",8260451
"2320","21001_EAS.gz","ukb-e-21001_EAS",NA,2020,1,"Body mass index (BMI)","Continuous","NA","East Asian","Males and Females",2693,0,2693,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"21001_EAS.nsnp",8258445
"2321","21002_EAS.gz","ukb-e-21002_EAS",NA,2020,1,"Weight","Continuous","NA","East Asian","Males and Females",2693,0,2693,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"21002_EAS.nsnp",8258445
"2322","21021_EAS.gz","ukb-e-21021_EAS",NA,2020,1,"Pulse wave Arterial Stiffness index","Continuous","NA","East Asian","Males and Females",1199,0,1199,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"21021_EAS.nsnp",8256642
"2323","21022_EAS.gz","ukb-e-21022_EAS",NA,2020,1,"Age at recruitment","Continuous","NA","East Asian","Males and Females",2709,0,2709,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"21022_EAS.nsnp",8257695
"2324","2110_EAS.gz","ukb-e-2110_EAS",NA,2020,1,"Able to confide","Continuous","NA","East Asian","Males and Females",2154,0,2154,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"2110_EAS.nsnp",8301837
"2325","2139_EAS.gz","ukb-e-2139_EAS",NA,2020,1,"Age first had sexual intercourse","Continuous","NA","East Asian","Males and Females",1711,0,1711,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"2139_EAS.nsnp",8345332
"2326","2149_EAS.gz","ukb-e-2149_EAS",NA,2020,1,"Lifetime number of sexual partners","Continuous","NA","East Asian","Males and Females",1559,0,1559,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"2149_EAS.nsnp",8326030
"2327","2178_EAS.gz","ukb-e-2178_EAS",NA,2020,1,"Overall health rating","Continuous","NA","East Asian","Males and Females",2607,0,2607,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"2178_EAS.nsnp",8261082
"2328","22009_EAS.gz","ukb-e-22009_EAS",NA,2020,1,"Genetic principal components","Continuous","NA","East Asian","Males and Females",2709,0,2709,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"22009_EAS.nsnp",8257695
"2329","2217_EAS.gz","ukb-e-2217_EAS",NA,2020,1,"Age started wearing glasses or contact lenses","Continuous","NA","East Asian","Males and Females",2088,0,2088,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"2217_EAS.nsnp",8257864
"2330","2237_EAS.gz","ukb-e-2237_EAS",NA,2020,1,"Plays computer games","Continuous","NA","East Asian","Males and Females",2634,0,2634,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"2237_EAS.nsnp",8258243
"2331","2267_EAS.gz","ukb-e-2267_EAS",NA,2020,1,"Use of sun/uv protection","Continuous","NA","East Asian","Males and Females",2572,0,2572,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"2267_EAS.nsnp",8261004
"2332","22702_EAS.gz","ukb-e-22702_EAS",NA,2020,1,"Home location - east co-ordinate (rounded)","Continuous","NA","East Asian","Males and Females",2708,0,2708,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"22702_EAS.nsnp",8257870
"2333","22704_EAS.gz","ukb-e-22704_EAS",NA,2020,1,"Home location - north co-ordinate (rounded)","Continuous","NA","East Asian","Males and Females",2708,0,2708,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"22704_EAS.nsnp",8257870
"2334","2296_EAS.gz","ukb-e-2296_EAS",NA,2020,1,"Falls in the last year","Continuous","NA","East Asian","Males and Females",2596,0,2596,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"2296_EAS.nsnp",8260560
"2335","2306_EAS.gz","ukb-e-2306_EAS",NA,2020,1,"Weight change compared with 1 year ago","Continuous","NA","East Asian","Males and Females",2564,0,2564,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"2306_EAS.nsnp",8260062
"2336","23098_EAS.gz","ukb-e-23098_EAS",NA,2020,1,"Weight","Continuous","NA","East Asian","Males and Females",2662,0,2662,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"23098_EAS.nsnp",8253110
"2337","23099_EAS.gz","ukb-e-23099_EAS",NA,2020,1,"Body fat percentage","Continuous","NA","East Asian","Males and Females",2658,0,2658,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"23099_EAS.nsnp",8253203
